Transcription	Gloss	Translation	Orthography	Notes	ID	RecordingQaulity	Date	Location	Speaker	Filename
kʰo kɒtu-n	you.SG.GEN cat-DEF	your.SG cat	քո կատուն		NK_10_26_21_077	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_077_kʰo kɒtu-n
kʰo kɒtu-n	you.SG.GEN cat-DEF	your.SG cat	քո կատուն		NK_10_26_21_078	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_078_kʰo kɒtu-n
kʰo senjɒk-ə	you.SG.GEN room-DEF	your.SG room	քո սենեակը		NK_12_16_21_115	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_115_kʰo senjɒk-ə
kʰo senjɒk-ə	you.SG.GEN room-DEF	your.SG room	քո սենեակը		NK_12_16_21_116	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_116_kʰo senjɒk-ə
kʰo senjɒk-ət	you.SG.GEN room-POSS.2SG	your.SG room	քո սենեակդ		NK_12_16_21_117	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_117_kʰo senjɒk-ət
kʰon-ə kə-jeɻkʰ-e-m	you.SG.GEN-DEF COND-sing-TH-1SG	I shall sing yours.SG	քոնը կը երգեմ		NK_03_09_21_157	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_157_kʰon-ə kə-jeɻkʰ-e-m
koχp-e-l	close	to close	կողպել		NK_05_01_21_138	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_138_koχp-e-l
kuɻt͡sk-eɻ	breast-PL	breasts	կուրծքեր		NK_02_15_22_043	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_043_kuɻt͡sk-eɻ
kuɻt͡skʰ	breast	breast	կուրծք		NK_10_26_21_079	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_079_kuɻt͡skʰ
læmæd͡ʒun	lahmajun	lahmajun	լահմաջուն		NK_05_01_21_139	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_139_læmæd͡ʒun
lɒt͡sʰ-ɒ-m	cry-PST-1SG	I cried	լացամ		NK_04_13_21_024	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_024_lɒt͡sʰ-ɒ-m
lɒt͡sʰ-ɒt͡sʰ	cry-RPTCP	I cried	լացող		NK_04_13_21_025	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_025_lɒt͡sʰ-ɒt͡sʰ
lɒt͡sʰ-e-l	cry-TH-INF	to cry	լացել		NK_04_13_21_026	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_026_lɒt͡sʰ-e-l
lɒt͡sʰ-e-l	cry-TH-INF	to cry	լացել		NK_04_13_21_027	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_027_lɒt͡sʰ-e-l
lɒt͡sʰ-ekʰ	cry-IMP.2PL	cry.PL!	լացէք		NK_04_13_21_028	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_028_lɒt͡sʰ-ekʰ
lɒt͡sʰ-i	cry-IMP.2SG	cry.SG!	լացի	faint liquid-like sound at end; could just be noise; the speaker later told me there's no liquid when this word is pronounced	NK_04_13_21_029	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_029_lɒt͡sʰ-i
lɒt͡sʰ-oʁ	cry-SPTCP	crier	լացող		NK_04_13_21_030	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_030_lɒt͡sʰ-oʁ
lɒv	good	good	լաւ		NK_03_23_21_107	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_107_lɒv
ləv-ɒ-n-ɒ-l	wash-LV-INCH-TH-INF	to wash (transitive)	լուանալ		NK_03_23_21_108	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_108_ləv-ɒ-n-ɒ-l
lit͡ʃ	lake	lake	լիճ		NK_10_26_21_081	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_081_lit͡ʃ
lit͡ʃ-eɻ	lake-PL	lakes	լիճեր		NK_10_26_21_080	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_080_lit͡ʃ-eɻ
mɑɻtʰ-ə təχuɻ ɒ	man-DEF sad is	The man is sad	մարդը տխուր ա		NK_02_15_22_044	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_044_mɑɻtʰ-ə təχuɻ ɒ
mɒh-ɒ-n-ɒ-l	die-LV-INCH-TH-INF	to die	մահանալ		NK_03_23_21_109	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_109_mɒh-ɒ-n-ɒ-l
mɒkʰuɻ	clean	clean	մաքուր		NK_10_26_21_082	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_082_mɒkʰuɻ
mɒkʰuɻ e-m	clean is-1SG	I am clean	մաքուր եմ		NK_12_16_21_118	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_118_mɒkʰuɻ e-m
mɒm-i sov(o)ɻ-ɒt͡sʰ jeɻkʰ-ən e-m jeɻkʰ-e	mom-GEN learn-RPTCP song-DEF is-1SG sing-PERF.CVB	I have sung the song that I learned from my mom	մամի սովորած երգն եմ երգե		NK_03_09_21_158	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_158_mɒm-i sov(o)ɻ-ɒt͡sʰ jeɻkʰ-ən e-m jeɻkʰ-e
mɒn k-ɒ-l	walk come-TH-INF	to walk	ման գալ		NK_03_23_21_110	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_110_mɒn k-ɒ-l
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Maria is reading a book	Մարիան գիրք ա կարդում		NK_12_16_21_119	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_119_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Maria is reading a book	Մարիան գիրք ա կարդում		NK_12_16_21_120	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_120_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Is Maria reading a book?	Մարիան գի՞րք ա կարդում		NK_12_16_21_121	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_121_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Is Maria reading a book?	Մարիան գի՞րք ա կարդում		NK_12_16_21_122	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_122_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Is Maria reading a book?	Մարիան գի՞րք ա կարդում		NK_12_16_21_123	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_123_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Is Maria reading a book?	Մարիան գի՞րք ա կարդում		NK_12_16_21_124	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_124_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um	Maria-DEF book is read-IMPF.CVB	Is Maria reading a book?	Մարիան գի՞րք ա կարդում		NK_12_16_21_125	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_125_mɒɻjɒ-n ɡiɻkʰ ɒ kɒɻtʰ-um
mɒɻtʰ	man	man	մարդ		NK_03_23_21_111	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_111_mɒɻtʰ
mɒt͡sun	yogurt	yogurt	մածուն		NK_10_26_21_083	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_083_mɒt͡sun
meŋkʰ  jeɻkʰ-um e-ŋkʰ	we sing-IMPF.CVB is-1PL	we sing	մենք  երգում ենք		NK_03_09_21_159	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_159_meŋkʰ  jeɻkʰ-um e-ŋkʰ
meŋkʰ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ-i-ŋkʰ	we yesterday read-TH-AOR-PST-1PL	we read yesterday	մենք էրեկ կարդացինք		NK_03_09_21_160	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_160_meŋkʰ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ-i-ŋkʰ
meŋkʰ es jeɻkʰ-ən e-ŋkʰ jeɻkʰ-e	we this song-DEF is-1PL sing-PERF.CVB	this song we have sung	մենք էս երգն ենք երգե	choppy	NK_03_09_21_161	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_161_meŋkʰ es jeɻkʰ-ən e-ŋkʰ jeɻkʰ-e
meŋkʰ es jeɻkʰ-ən e-ŋkʰ jeɻkʰ-eh	we this song-DEF is-1PL sing-PERF.CVB	this song we have sung	մենք ես երգն ենք երգե		NK_03_09_21_162	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_162_meŋkʰ es jeɻkʰ-ən e-ŋkʰ jeɻkʰ-eh
meŋkʰ jeɻkʰ e-ŋkʰ jeɻkʰ-e	we song is-1PL sing-PERF.CVB	we have sung a song	մենք երգ ենք երգը		NK_03_09_21_163	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_163_meŋkʰ jeɻkʰ e-ŋkʰ jeɻkʰ-e
meŋkʰ jeɻkʰ-ɒ-ŋkʰ	we sing-PST-1PL	we sang	մենք երգանք		NK_03_09_21_164	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_164_meŋkʰ jeɻkʰ-ɒ-ŋkʰ
meŋkʰ jeɻkʰ-e-l-uw ∅-i-ŋkʰ	we sing-TH-INF-FUT.CVB is-PST-1PL	we were going to sing	մենք երգելու ինք		NK_03_09_21_165	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_165_meŋkʰ jeɻkʰ-e-l-uw ∅-i-ŋkʰ
meŋkʰ jeɻkʰ-e-l-uw ∅-i-ŋkʰ	we sing-TH-INF-FUT.CVB is-PST-1PL	we were going to sing	մենք երգելու ինք		NK_03_09_21_166	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_166_meŋkʰ jeɻkʰ-e-l-uw ∅-i-ŋkʰ
meŋkʰ jeɻkʰ-e-l-uw e-ŋkʰ	we sing-TH-INF-FUT.CVB is-1PL	we will sing	մենք երգելու ենք		NK_03_09_21_167	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_167_meŋkʰ jeɻkʰ-e-l-uw e-ŋkʰ
meŋkʰ jeɻkʰ-eɻ e-ŋkʰ	we sing-PERF.CVB is-1PL	we have sung	մենք երգեր ենք		NK_03_09_21_168	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_168_meŋkʰ jeɻkʰ-eɻ e-ŋkʰ
meŋkʰ jeɻkʰ-um ∅-i-ŋkʰ	we sing-IMPF.CVB is-PST-1PL	we were singing	մենք երգում ինք		NK_03_09_21_169	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_169_meŋkʰ jeɻkʰ-um ∅-i-ŋkʰ
meŋkʰ jeɻkʰ-um e-ŋkʰ	we sing-IMPF.CVB is-1PL	we are singing	մենք երգում ենք		NK_03_09_21_170	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_170_meŋkʰ jeɻkʰ-um e-ŋkʰ
meŋkʰ mɒkʰuɻ e-ŋkʰ	we clean is-1PL	We are clean	Մենք մաքուր ենք		NK_12_16_21_126	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_126_meŋkʰ mɒkʰuɻ e-ŋkʰ
meŋkʰ χos-ɒ-t͡sʰ-i-ŋkʰ	we speak-TH-AOR-PST-1PL	we spoke	մեպք խօսացինք		NK_03_09_21_171	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_171_meŋkʰ χos-ɒ-t͡sʰ-i-ŋkʰ
meɻ het	we.GEN with	with us	մեր հետ		NK_12_16_21_127	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_127_meɻ het
meɻ senjɒk-ə	we.GEN room-DEF	our room	մեր սենեակը		NK_12_16_21_128	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_128_meɻ senjɒk-ə
meʁu	bee	bee	մեղու		NK_12_16_21_129	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_129_meʁu
met͡s	big	big	մեծ		NK_10_26_21_084	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_084_met͡s
mez-n-it͡sʰ	we-NX-ABL	from us	մեզնից		NK_12_16_21_130	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_130_mez-n-it͡sʰ
meχ	nail	nail	մեխ		NK_03_23_21_112	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_112_meχ
mi ɒɻi	PROH come.IMP.2SG	don't come.SG!	մի արի		NK_04_13_21_031	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_031_mi ɒɻi
mi jeɻkʰ-i	PROH sing-TH	don't sing.SG!	մի երգի		NK_03_09_21_172	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_172_mi jeɻkʰ-i
mi kɒɻtʰ-ɒ	PROH read-TH	don't read.SG!	մի կարդա		NK_03_09_21_173	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_173_mi kɒɻtʰ-ɒ
mi lɒt͡sʰ-ekʰ	NEG-is-1SG give-TH-INF-IMPF.CVB	don't cry.PL!	մի լացէք		NK_04_13_21_032	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_032_mi lɒt͡sʰ-ekʰ
mi lɒt͡sʰ-i	PROH cry-IMP.2SG	don't cry.SG!	մի լացի		NK_04_13_21_033	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_033_mi lɒt͡sʰ-i
mi lɒt͡sʰ-i	PROH cry-IMP.2SG	don't cry.SG!	մի լացի	clarifying final segment	NK_04_13_21_034	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_034_mi lɒt͡sʰ-i
mi təv-ekʰ	PROH give-IMP.2PL	don't give.PL!	մի տուէք		NK_04_13_21_035	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_035_mi təv-ekʰ
mi tuɻ	PROH give.IMP.2SG	don't give.SG!	մի տուր	initial long m is because thinking	NK_04_13_21_036	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_036_mi tuɻ
mi uɻɒχ-ɒ-t͡sʰ-i	PROH happy-LV-AOR-IMP.2SG	don't get.SG happy!	մի ուրախացի		NK_03_23_21_113	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_113_mi uɻɒχ-ɒ-t͡sʰ-i
mi χos-ɒ	PROH speak-TH	don't speak.SG!	մի խօսա		NK_03_09_21_174	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_174_mi χos-ɒ
mit͡ʃʰɒt	insect	insect	միջատ		NK_10_26_21_085	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_085_mit͡ʃʰɒt
mit͡ʃʰɒt	insect	insect	միջատ		NK_10_26_21_086	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_086_mit͡ʃʰɒt
nɒ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ	he yesterday read-TH-AOR	he read yesterday	նա էրեկ կարդաց	choppy	NK_03_09_21_175	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_175_nɒ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ
nɒ es jeɻkʰ-ən ɒ jeɻkʰ-e	he this song-DEF is sing-PERF.CVB	this song he has sung	նա էս երգն ա երգե		NK_03_09_21_176	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_176_nɒ es jeɻkʰ-ən ɒ jeɻkʰ-e
nɒ jeɻkʰ ɒ jeɻkʰ-e	he song is sing-PERF.CVB	he has sung a song	նա երգ ա երգե		NK_03_09_21_177	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_177_nɒ jeɻkʰ ɒ jeɻkʰ-e
nɒ jeɻkʰ-ɒ-v	he sing-PST-3SG	he sang	նա երգաւ		NK_03_09_21_178	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_178_nɒ jeɻkʰ-ɒ-v
nɒ jeɻkʰ-e-l-uw ɒ	he sing-TH-INF-FUT.CVB is	he will sing	նա երգելու ա		NK_03_09_21_179	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_179_nɒ jeɻkʰ-e-l-uw ɒ
nɒ jeɻkʰ-e-l-uw e-∅-ɻ	he sing-TH-INF-FUT.CVB is-PST-3SG	he was going to sing	նա երգելու էր		NK_03_09_21_180	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_180_nɒ jeɻkʰ-e-l-uw e-∅-ɻ
nɒ jeɻkʰ-eɻ ɒ	he sing-PERF.CVB is	he has sung	նա երգեր ա		NK_03_09_21_181	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_181_nɒ jeɻkʰ-eɻ ɒ
nɒ jeɻkʰ-um ɒ	he sing-IMPF.CVB is	he sings	նա երգում ա		NK_03_09_21_182	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_182_nɒ jeɻkʰ-um ɒ
nɒ jeɻkʰ-um e-∅-ɻ	he sing-IMPF.CVB is-PST-3SG	he was singing	նա երգւոմ էր		NK_03_09_21_183	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_183_nɒ jeɻkʰ-um e-∅-ɻ
nɒ mɒkʰuɻ ɒ	he clean is	He is clean	Նա մաքուր ա		NK_12_16_21_131	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_131_nɒ mɒkʰuɻ ɒ
nɒnt͡sʰ	they.GEN	their	նրանց		NK_12_16_21_133	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_133_nɒnt͡sʰ
nɒnt͡sʰ senjɒk-ə	they.GEN room-DEF	their room	նրանց սենեակը		NK_12_16_21_132	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_132_nɒnt͡sʰ senjɒk-ə
nɒv	ship	ship	նաւ		NK_03_23_21_114	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_114_nɒv
nɒv	ship	ship	նաւ		NK_03_23_21_115	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_115_nɒv
neɻkev	down	down	ներքեւ		NK_03_23_21_116	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_116_neɻkev
nəɻɒ ɡiɻkʰ-ə	that.GEN book-DEF	that one's book	նրա գիրքը		NK_02_15_22_045	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_045_nəɻɒ ɡiɻkʰ-ə
nəɻɒ ɡujn-ə	he.GEN color-DEF	that one's color	նրա գոյնը		NK_12_16_21_134	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_134_nəɻɒ ɡujn-ə
nəɻɒ het	he.GEN with	with him	նրա հետ		NK_12_16_21_135	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_135_nəɻɒ het
nəɻɒ senjɒk-ə	he.GEN room-DEF	his room	նրա սենեակը		NK_12_16_21_136	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_136_nəɻɒ senjɒk-ə
nəɻɒ senjɒk-ə	he.GEN room-DEF	his room	նրա սենեակը		NK_12_16_21_137	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_137_nəɻɒ senjɒk-ə
nəɻɒn	he.DAT	him (dative)	նրան		NK_02_15_22_047	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_047_nəɻɒn
nəɻɒn	he.DAT	to him	նրան		NK_12_16_21_139	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_139_nəɻɒn
nəɻɒn tes-ɒ-m 	he.DAT see-PST-1SG	I saw him	նրան տեսամ		NK_02_15_22_046	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_046_nəɻɒn tes-ɒ-m 
nəɻɒn-it͡sʰ	he-ABL	from him	նրանից		NK_12_16_21_138	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_138_nəɻɒn-it͡sʰ
nəɻɒnt͡sʰ	they.GEN	their	նրանց		NK_12_16_21_141	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_141_nəɻɒnt͡sʰ
nəɻɒnt͡sʰ het	they.GEN with	with them	նրանց հետ		NK_12_16_21_140	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_140_nəɻɒnt͡sʰ het
nəɻɒŋkʰ e-m uz-um	they is-1SG want-IMPF.CVB	I want those	Նրանք եմ ուզում		NK_12_16_21_142	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_142_nəɻɒŋkʰ e-m uz-um
nəɻɒŋkʰ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ-i-n	they yesterday read-TH-AOR-PST-3PL	they read yesterday	նրանք էրեկ կարդացին		NK_03_09_21_184	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_184_nəɻɒŋkʰ eɻeɡ kɒɻtʰ-ɒ-t͡sʰ-i-n
nəɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-e	they this song-DEF is-3PL sing-PERF.CVB	this song, they have sung	նրանք էս երգն են երգե		NK_03_09_21_185	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_185_nəɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-e
nəɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-eh	they this song-DEF is-3PL sing-PERF.CVB	this book, they have sung	նրանք էս երգն են երգե	choppy	NK_03_09_21_186	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_186_nəɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-eh
nəɻɒŋkʰ jeɻkʰ-um e-n	they sing-IMPF.CVB is-3PL	they sing	նրանք երգում են		NK_03_09_21_187	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_187_nəɻɒŋkʰ jeɻkʰ-um e-n
nəɻɒŋkʰ mɒkʰuɻ e-n	they clean is-1PL	They are happy	Նրանք մաքուր են		NK_12_16_21_143	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_143_nəɻɒŋkʰ mɒkʰuɻ e-n
nəɻɒŋkʰ mɒkʰuɻ e-n	they clean is-1PL	They are happy	Նրանք մաքուր են		NK_12_16_21_144	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_144_nəɻɒŋkʰ mɒkʰuɻ e-n
okʰut	helpful	helpful	օգուտ		NK_10_26_21_087	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_087_okʰut
okʰut	helpful	helpful	օգուտ		NK_10_26_21_088	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_088_okʰut
ov ɒ ɡiɻkʰ kɒɻtʰ-um	who is book read-IMPF.CVB	Who is reading a book?	ո՞վ ա գիրք կարդում		NK_12_16_21_145	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_145_ov ɒ ɡiɻkʰ kɒɻtʰ-um
ov ɒ ɡiɻkʰ kɒɻtʰ-um	who is book read-IMPF.CVB	Who is reading a book?	ո՞վ ա գիրք կարդում		NK_12_16_21_146	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_146_ov ɒ ɡiɻkʰ kɒɻtʰ-um
ov ɒ ɡiɻkʰ kɒɻtʰ-um	who is book read-IMPF.CVB	Who is reading a book?	ո՞վ ա գիրք կարդում		NK_12_16_21_147	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_147_ov ɒ ɡiɻkʰ kɒɻtʰ-um
ov ɒ ɡiɻkʰ kɒɻtʰ-um	who is book read-IMPF.CVB	Who is reading a book?	ո՞վ ա գիրք կարդում		NK_12_16_21_148	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_148_ov ɒ ɡiɻkʰ kɒɻtʰ-um
ov ɒ ɡiɻkʰ kɒɻtʰ-um	who is book read-IMPF.CVB	Who is reading a book?	ո՞վ ա գիրք կարդում		NK_12_16_21_149	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_149_ov ɒ ɡiɻkʰ kɒɻtʰ-um
ov ɒ uɻɒχ	who is happy	who is happy?	ո՞վ ա ուրախ		NK_02_15_22_048	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_048_ov ɒ uɻɒχ
pɒkɒs	missing	missing	պակաս		NK_10_26_21_089	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_089_pɒkɒs
pɒkɒs	missing	missing	պակաս		NK_10_26_21_090	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_090_pɒkɒs
pɒniɻ	cheese	cheese	պանիր		NK_03_23_21_117	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_117_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_03_23_21_118	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_118_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_03_23_21_119	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_119_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_091	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_091_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_092	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_092_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_093	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_093_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_094	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_094_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_095	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_095_pɒniɻ
pɒniɻ	cheese	cheese	պանիր		NK_10_26_21_096	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_096_pɒniɻ
pɒp	dad	dad	պապ		NK_10_26_21_097	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_097_pɒp
pɒɻ	dance	dance	պար		NK_03_23_21_121	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_121_pɒɻ
pɒɻ-e-l	dance-TH-INF	to dance	պարել		NK_03_23_21_120	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_120_pɒɻ-e-l
pɒɻɒk	thin	thin	բարակ		NK_10_26_21_098	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_098_pɒɻɒk
pɒɻɒp	available	available	պարապ		NK_10_26_21_100	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_100_pɒɻɒp
pɒɻɒp	available	available	պարապ		NK_10_26_21_101	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_101_pɒɻɒp
